name,description,card_type,landscape,cost,atk,def,ability,deck_info,image_name
Snake Eyes,Each of your Creatures has +2 ATK this turn while attacking a Creature that is on a Useless Swamp Landscape.,Spell,SandyLands,1,,,,For the Glory! Booster Pack (FTG) - Common,Snake Eyes.jpg
Snakemint,"When Snakemint deals Damage to an opposing player, you heal that many Hit Points. (Cant ' go over 25.)",Creature,NiceLands,1,1,7,Trigger,Princess Bubblegum's NiceLands Deck (CP3) - 2,Snakemint.jpg
Snow Angel,FLOOP >>> Heal 1 Damage from each of your Creatures for each Landscape with a Frozen token on it players control.,Creature,IcyLands,1,2,7,FLOOP,Ice King's IcyLands Deck (CP4) - 1,Snow Angel.jpg
Snow Baller,Remove a Frozen token from Snow Baller's Landscape >>> Deal 3 Damage to target Creature.,Creature,IcyLands,1,2,7,Ignition,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Snow Baller.jpg
Snow Bank,"FLOOP, Remove a Frozen token from a Landscape in this Lane >>> Deal 3 Damage to target opponent.",Building,IcyLands,1,,,,Grand Prix's SandyLands/IcyLands Deck (2v2) - 1,Snow Bank.jpg
Snow Bunny,Destroy Snow Bunny >>> Freeze target Landscape.,Creature,IcyLands,1,3,3,Ignition,Ice King's IcyLands Deck (CP4) - 2,Snow Bunny.jpg
Snow Business,Pay 1 Action >>> Freeze target Landscape in this Lane.,Building,IcyLands,2,,,,Ice King's IcyLands Deck (CP4) - 1,Snow Business.jpg
Snow Dog,FLOOP >>> Each adjacent Creature has +2 ATK this turn.,Creature,IcyLands,2,2,7,FLOOP,Ice King's IcyLands Deck (CP4) - 2,Snow Dog.jpg
Snow Training Camp,FLOOP >>> Freeze both Landscapes in this Lane. Use only if no Frozen tokens are in play.,Building,Rainbow,0,,,,Gunter's Blue Plains/IcyLands Deck (CP5) - 1,Snow Training Camp.jpg
Snow Way,Freeze two target Landscapes.,Spell,IcyLands,1,,,,Ice King's IcyLands Deck (CP4) - 1,Snow Way.jpg
Snowblower,Choose a Lane. Freeze both Landscapes in that Lane.,Spell,IcyLands,1,,,,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Snowblower.jpg
Snowvalanche,Deal 2 Damage to each opposing Creature on a Landscape with a Frozen token on it.,Spell,Rainbow,0,,,,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Snowvalanche.jpg
Socks of Fortitude,Ready each Creature that changed Lanes this turn. They each have +2 ATK this turn.,Spell,Blue Plains,1,,,,For the Glory! Booster Pack (FTG) - Common,Socks of Fortitude.jpg
Softie Recruit,"When Softie Recruit enters play, if your opponent does not control a Creature in this Lane, gain 1 Action.",Creature,IcyLands,1,2,5,,Grand Prix's SandyLands/IcyLands Deck (2v2) - 1 : Moniker's Useless Swamp/IcyLands Deck (2v2) - 2,Softie Recruit.jpg
Solidarity,The first Creature that attacks another Creature during your Team's turns has +1 ATK that turn.,Teamwork,NiceLands,2,,,,"Jake's Cornfield/NiceLands Deck
 (2v2) - 1",Solidarity.jpg
Spazzy Cola,Each Creature in play has +1 ATK this turn (including your opponent's Creatures).,Spell,Rainbow,0,,,,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Spazzy Cola.jpg
Spell Warp,Swap the positions of 2 Creatures you control. (They change Lanes simultaneously.),Spell,Blue Plains,1,,,,For the Glory! Booster Pack (FTG) - Common,Spell Warp.jpg
Spike Icicle,Look out below!,Creature,Rainbow,0,3,1,None,Ice King's IcyLands Deck (CP4) - 2,Spike Icicle.jpg
Spiked ZebraCorn,"When Spiked ZebraCorn attacks, deal 1 Damage to each opposing Creature in adjacent Lanes.",Creature,Cornfield,2,2,7,,"Jake's Cornfield/NiceLands Deck
 (2v2) - 1",Spiked ZebraCorn.jpg
Spirit Tower,"Pay 1 Action and FLOOP >>> If you control no Creatures in this Lane, move target Creature in this Lane to your side and ready it. At end of turn, return it to its owner's side.",Building,Useless Swamp,2,,,,BMO's Useless Swamp Deck (CP2) - 1 : For the Glory! Booster Pack (FTG) - Common,Spirit Tower.jpg
Sprucy Lucy,Sprucy Lucy has +1 ATK for each Landscape with a Frozen token on it players control.,Creature,IcyLands,2,2,9,Continuous,Ice King's IcyLands Deck (CP4) - 1,Sprucy Lucy.jpg
Squatting Bald Man,Discard a card >>> Heal 1 Damage from Squatting Bald Man. (Use any number of times during each of your turns.),Creature,Useless Swamp,1,2,7,Ignition,Lumpy Space Princess' Blue Plains/Useless Swamp Deck (Totally Rad Deck) (CP3) - 2,Squatting Bald Man.jpg
Staff of Frailty,Add Damage to target Creature until it has 1 DEF remaining.,Spell,Useless Swamp,1,,,,Moniker's Useless Swamp/IcyLands Deck (2v2) - 1,Staff of Frailty.jpg
Static Parrotrooper,"When Static Parrotrooper enters play, move it to any empty Landscape. It cannot be replaced. At the start of your turn, deal 1 damage to your Hero.",Creature,Rainbow,0,0,6,Entering Play,Lemongrab's Cornfield/SandyLands Deck (CP5) - 2,Static Parrotrooper.jpg
Steakchop,"At the start of your turn, discard 2 cards or destroy Steakchop. (Discard after your free draw.)",Creature,Useless Swamp,1,4,4,Continuous,Lumpy Space Princess' Blue Plains/Useless Swamp Deck (Totally Rad Deck) (CP3) - 2,Steakchop.jpg
Stitched Squirrel,"At the start of your turn, if Stitched Squirrel has 4 or more Damage on it, destroy target opposing Building in this lane.",Creature,NiceLands,1,2,8,,"Jake's Cornfield/NiceLands Deck
 (2v2) - 1",Stitched Squirrel.jpg
Strawberry Slimey,"If you control 3 or more different Landscape types when Strawberry Slimey enters play, heal 4 Damage from each Creature you control.",Creature,NiceLands,1,2,6,Continuous,For the Glory! Booster Pack (FTG) - Uncommon,Strawberry Slimey.jpg
Strength Crystal,Target player draws five cards.,Spell,Blue Plains,2,,,,Lumpy Space Princess' Blue Plains/Useless Swamp Deck (Totally Rad Deck) (CP3) - 1,Strength Crystal.jpg
Struzann Jinn,+2 ATK for each Flooped Creature you control.,Creature,Blue Plains,2,1,11,Continuous,Finn's Blue Plains Deck (CP1) - 2,Struzann Jinn.jpg
Stuffed,"Choose a Creature you control and deal Damage to it equal to its ATK, and then double its ATK this turn.",Spell,NiceLands,1,,,,Charlie's Blue Plains/NiceLands Deck (2v2) - 1,Stuffed.jpg
SubjuGator,The opposing Creature in this Lane has -1 DEF for every 5 cards in your discard pile.,Creature,Useless Swamp,2,3,7,,Moniker's Useless Swamp/IcyLands Deck (2v2) - 1,SubjuGator.jpg
Subliminal Strength,Target Creature you control has +2 ATK this turn for each Spell you played this turn (including this one).,Spell,Blue Plains,1,,,,Lumpy Space Princess' Blue Plains/Useless Swamp Deck (Totally Rad Deck) (CP3) - 2,Subliminal Strength.jpg
Sun King,Sun King counts as an additional Cornfield Landscape you control.,Creature,Cornfield,2,0,8,Continuous,For the Glory! Booster Pack (FTG) - Rare,Sun King.jpg
Sundae School,"While you have an even amount of Hit Points, your Creature on this Landscape has +2 ATK.",Building,Rainbow,1,,,,Boom! Comics Adventure Time with Fionna and Cake: Card Wars Issue #1 (PROMO) - Ultra Rare,Sundae School.jpg
Susan Strong,Pay 1 Action & destroy a Creature you control >>> Deal Damage equal to its cost to each opposing Creature.,Hero,,,,,,Hero Pack #1 (HP1) - 1,Susan Strong.jpg
Swamp Horn,+1 DEF for each different Landscape type you control.,Creature,Useless Swamp,2,4,1,Continuous,For the Glory! Booster Pack (FTG) - Common,Swamp Horn.jpg
Sword Bouquet,Deal 1 Damage to target Creature for every card you have drawn this turn.,Spell,Rainbow,0,,,,Fionna's Blue Plains Deck (CP6) - 2,Sword Bouquet.jpg
Synchronization,"At the start of your and your Teammate's Fight Phase, if you and your Teammate played no Spells this turn, the other Teammate may play a Spell with cost 1 or less without paying its cost.
",Teamwork,Useless Swamp,1,,,,Moniker's Useless Swamp/IcyLands Deck (2v2) - 1,Synchronization.jpg
TailGator,"When TailGator enters play, draw a card for each Creature that entered your discard pile this turn.",Creature,Useless Swamp,1,2,6,,Moniker's Useless Swamp/IcyLands Deck (2v2) - 2,TailGator.jpg
Tandem Bike,Choose a Creature you control and put it into its owner's hand. Then choose another player. That player chooses a creature they control and puts it into its owner's hand.,Spell,Rainbow,0,,,,Charlie's Blue Plains/NiceLands Deck (2v2) - 1,Tandem Bike.jpg
Tapped Out,Target Creature you control has +2 ATK for each exhausted Creature you control (at the time you play this).,Spell,Blue Plains,1,,,,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Tapped Out.jpg
Tax Reduction,You may move each of your Buildings to different Lanes you control. You may move each of your opponent 's Buildings to different Lanes he controls.,Spell,Blue Plains,1,,,,For the Glory! Booster Pack (FTG) - Uncommon,Tax Reduction.jpg
Teeth Leaf,"If you have 10 or more cards in your discard pile, pay 2 fewer Actions to play Teeth Leaf.",Creature,Useless Swamp,2,3,10,Continuous,BMO's Useless Swamp Deck (CP2) - 1,Teeth Leaf.jpg
Teleport,Move one of your Creatures to one of your empty Lanes.,Spell,Rainbow,0,,,,Jake's Cornfield Deck (CP1) - 2 : Finn's Blue Plains Deck (CP1) - 2 : Lady Rainicorn's SandyLand Deck (CP2) - 2,Teleport.jpg
Temple of the Sun,"When a SandyLands Creature with cost 1 or greater you control enters play in this Lane, you may return it to its owner's hand.",Building,SandyLands,1,,,,For the Glory! Booster Pack (FTG) - Uncommon,Temple of the Sun.jpg
The Barrel,Each The Barrel has +1 ATK and +1 DEF for each other The Barrel in play.,Creature,Rainbow,0,1,5,Continuous,Charlie's Blue Plains/NiceLands Deck (2v2) - 1,The Barrel.jpg
The Big Hen House,"At the start of your turn, deal 1 or 2 Damage to your Creature in this Lane, then you heal 1 HP (Max 25).",Building,NiceLands,1,,,,Marceline's NiceLands/Useless Swamp Deck (CP4) - 1,The Big Hen House.jpg
The Cooler,"When The Cooler leaves play, Freeze its Landscape.",Creature,IcyLands,2,4,7,Leaving Play,Gunter's Blue Plains/IcyLands Deck (CP5) - 1,The Cooler.jpg
The Cooper,FLOOP >>> Target Creature gets +ATK this turn equal to the total cost of Teamwork cards your team controls.,Creature,SandyLands,2,3,8,,Grand Prix's SandyLands/IcyLands Deck (2v2) - 1,The Cooper.jpg
The Dog,"FLOOP >>> Opposing Buildings in this Lane are blank while The Dog is Flooped ""Woof.""",Creature,Rainbow,1,1,7,,Fionna's Blue Plains Deck (CP6) - 2,The Dog.jpg
The Mariachi,FLOOP >>> Deal 1 Damage to target Creature for each Creature that entered play this turn.,Creature,SandyLands,2,2,9,FLOOP,Lady Rainicorn's SandyLand Deck (CP2) - 2,The Mariachi.jpg
The Pig,FLOOP >>> Flip target Cornfield Landscape in this Lane face down.,Creature,Rainbow,1,1,4,FLOOP,Finn's Blue Plains Deck (CP1) - 2,The Pig.jpg
The Sludger,FLOOP >>> Choose a card name. Remove each card with that name in target player's discard pile from the game.,Creature,Useless Swamp,1,1,8,FLOOP,For the Glory! Booster Pack (FTG) - Rare,The Sludger.jpg
Timmy Magic Eyes,Timmy Magic Eyes has +1 ATK while attacking a Creature that is on a Blue Plains Landscape.,Creature,Rainbow,2,3,6,Continuous,For the Glory! Booster Pack (FTG) - Common,Timmy Magic Eyes.jpg
Tiny Elephant,"While in play, Tiny Elephant is also a Rainbow Creature (in addition to Blue Plains).",Creature,Blue Plains,1,2,6,,Fionna's Blue Plains Deck (CP6) - 2,Tiny Elephant.jpg
Tired Wombat,"At the start of your turn, move Tired Wombat to an empty Landscape you control. If you cannot, move it to an empty Landscape your opponent controls.",Creature,Blue Plains,2,4,5,Trigger,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Tired Wombat.jpg
TNTimmy,"When TNTimmy leaves play, deal 1 Damage to each opposing Creature.",Creature,Rainbow,0,0,5,Leaving Play,Lemongrab's Cornfield/SandyLands Deck (CP5) - 2,TNTimmy.jpg
Toilet of Doom,Target Creature you control has +1 ATK this turn for every 5 cards in your discard pile.,Spell,Useless Swamp,1,,,,Lumpy Space Princess' Blue Plains/Useless Swamp Deck (Totally Rad Deck) (CP3) - 1 : For the Glory! Booster Pack (FTG) - Rare,Toilet of Doom.jpg
Tome of Ankhs,Draw a card for each of your empty Lanes.,Spell,SandyLands,1,,,,Lady Rainicorn's SandyLand Deck (CP2) - 1,Tome of Ankhs.jpg
Tornado Wall Of Fire,FLOOP >>> Tornado Wall of Fire has +3 ATK while Flooped.,Creature,Cornfield,2,0,10,,Cake's Cornfield Deck (CP6) - 2,Tornado Wall Of Fire.jpg
Tough Lumberjill,"When Tough Lumberjill enters play, deal 1 Damage to your opponent for each Building you control.",Creature,Cornfield,2,3,6,Entering Play,Cake's Cornfield Deck (CP6) - 2,Tough Lumberjill.jpg
Trained ZebraCorn Husker,"+1 ATK for each Teamwork your team controls. If Trained ZebraCorn Husker leaves play during your Fight Phase, you may put it into your hand.",Creature,Cornfield,2,3,7,,"Jake's Cornfield/NiceLands Deck
 (2v2) - 1",Trained ZebraCorn Husker.jpg
Travelin' Farmer,"When Travelin' Farmer leaves play, deal 1 Damage to your opponent for each card in his hand.",Creature,Cornfield,2,2,12,Leaving Play,Jake's Cornfield Deck (CP1) - 2,Travelin' Farmer.jpg
Travelin' Skeleton,FLOOP >>> Travelin' Skeleton and another Creature you control change Lanes with each other.,Creature,Blue Plains,1,0,8,FLOOP,Lumpy Space Princess' Blue Plains/Useless Swamp Deck (Totally Rad Deck) (CP3) - 1,Travelin' Skeleton.jpg
Travelin' Wizard,"When Travelin' Wizard enters play, the opposing Creature in this Lane and Travelin' Wizard switch sides.",Creature,Blue Plains,2,3,3,Entering Play,For the Glory! Booster Pack (FTG) - Rare,Travelin' Wizard.jpg
Tree of Undeath,FLOOP >>> Return a random Creature from your discard pile to your hand.,Creature,Useless Swamp,2,2,6,FLOOP,BMO's Useless Swamp Deck (CP2) - 1,Tree of Undeath.jpg
Tree Trunks,"Once during  each of your turns, you may discard a card with ""Pie"" in its name to gain 1 Action.",Hero,,,,,,Hero Pack #1 (HP1) - 1,Tree Trunks.jpg
Twinsies,"Draw a card and reveal it. Another target player then reveals the top card of their deck. If their costs match, the targeted player draws it.",Spell,Rainbow,0,,,,Grand Prix's SandyLands/IcyLands Deck (2v2) - 1,Twinsies.jpg
Ultra Dog,Floop >>> Freeze target Landscape with a Creature on it.,Creature,IcyLands,2,3,6,,Grand Prix's SandyLands/IcyLands Deck (2v2) - 1,Ultra Dog.jpg
Unempty Coffin,Reduce the cost of the next Creature you play this turn by 2 Actions.,Spell,Rainbow,0,,,,Lady Rainicorn's SandyLand Deck (CP2) - 2,Unempty Coffin.jpg
Unicyclops,"At the start of your turn, each player draws a card and then discards a card.",Creature,Useless Swamp,2,1,10,Continuous,Marceline's NiceLands/Useless Swamp Deck (CP4) - 2,Unicyclops.jpg
Uni-Knight,Pay 1 Action >>> Target Creature in this Lane has -10 ATK this turn.,Creature,Blue Plains,1,3,4,Ignition,Finn's Blue Plains Deck (CP1) - 1 : For the Glory! Booster Pack (FTG) - Uncommon,Uni-Knight.jpg
Vampire Lord,"When Vampire Lord deals damage, heal that much Damage from him.",Creature,Rainbow,2,1,8,,Fionna's Blue Plains Deck (CP6) - 1,Vampire Lord.jpg
Void Thimble,"Lose 2 Hit Points, gain 1 Action.",Spell,Rainbow,0,,,,Cake's Cornfield Deck (CP6) - 1,Void Thimble.jpg
Volcano,Destroy target Building. You may deal 3 Damage to a Creature in that Lane. Flip your Landscape in that Lane face down.,Spell,Rainbow,1,,,,Lumpy Space Princess' Blue Plains/Useless Swamp Deck (Totally Rad Deck) (CP3) - 1,Volcano.jpg
Wake Up Call,Ready each Creature you control.,Spell,Blue Plains,1,,,,Gunter's Blue Plains/IcyLands Deck (CP5) - 1,Wake Up Call.jpg
Wall of Chocolate,"While Wall of Chocolate has no Damage on it, it has +3 ATK.",Creature,NiceLands,2,1,9,Continuous,Princess Bubblegum's NiceLands Deck (CP3) - 2,Wall of Chocolate.jpg
Wall of Ears,+1 DEF for each Cornfield Landscape in play (counting all players).,Creature,Cornfield,1,2,4,Continuous,Jake's Cornfield Deck (CP1) - 2,Wall of Ears.jpg
Wall of Sand,"If one or more other SandyLands Creatures enter play during your turn, Wall of Sand has +2 ATK this turn.",Creature,SandyLands,2,1,12,Continuous,Lady Rainicorn's SandyLand Deck (CP2) - 2,Wall of Sand.jpg
Wandering Bald Man,"At the start of your turn, put the top card of your deck into your discard pile.",Creature,Rainbow,0,0,10,Continuous,BMO's Useless Swamp Deck (CP2) - 2,Wandering Bald Man.jpg
Water Logged,Opposing Creatures have -2 ATK this turn (min 0).,Spell,Useless Swamp,1,,,,Moniker's Useless Swamp/IcyLands Deck (2v2) - 1,Water Logged.jpg
Weakened Warrior,"Weakened Warrior comes into play exhausted and does not ready at the start of your turn. Whenever Weakened Warrior changes Lanes, ready it.",Creature,Blue Plains,2,5,6,Trigger,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Weakened Warrior.jpg
Weary Trading Post,FLOOP >> Move an exhausted Creature you control to this Landscape (if empty).,Building,Rainbow,0,,,,Gunter's Blue Plains/IcyLands Deck (CP5) - 1,Weary Trading Post.jpg
Well-Dressed Wolf,Well-Dressed Wolf has +1 ATK while attacking a Creature that is on a Cornfield Landscape.,Creature,Rainbow,2,3,6,Continuous,For the Glory! Booster Pack (FTG) - Common,Well-Dressed Wolf.jpg
Windmill of Health,"While your Creature in this Lane has no Damage on it, it has +2 ATK.",Building,NiceLands,1,,,,Princess Bubblegum's NiceLands Deck (CP3) - 1,Windmill of Health.jpg
Witch Slap,"Target opponent discards down to 5 cards, and then takes 1 Damage for each card discarded this way.",Spell,Rainbow,2,,,,For the Glory! Booster Pack (FTG) - Rare,Witch Slap.jpg
Witch Way,Each of your Creature that is on a Useless Swamp Landscape has +2 ATK this turn.,Spell,Cornfield,1,,,,For the Glory! Booster Pack (FTG) - Common,Witch Way.jpg
Woad Blood,Each Creature that changed Lanes this turn has +2 ATK this turn.,Spell,Rainbow,0,,,,Finn's Blue Plains Deck (CP1) - 1,Woad Blood.jpg
Woad Mobile Home,FLOOP >>> Move a Creature in an empty adjacent Lane to this Lane (if empty).,Building,Blue Plains,1,,,,Finn's Blue Plains Deck (CP1) - 2,Woad Mobile Home.jpg
Woad Talisman,Target Blue Plains Creature you control has +2 ATK this turn.,Spell,Rainbow,0,,,,Finn's Blue Plains Deck (CP1) - 2,Woad Talisman.jpg
Woadic Chief,Woadic Chief has +2 ATK this turn for each Spell you have played this turn.,Creature,Blue Plains,2,2,10,Trigger,Finn's Blue Plains Deck (CP1) - 1,Woadic Chief.jpg
Woadic Enchantress,Creatures in this Lane cannot use Floop abilities.,Creature,Blue Plains,2,2,10,,Fionna's Blue Plains Deck (CP6) - 2,Woadic Enchantress.jpg
Woadic Marauder,"When Woadic Marauder changes Lanes during a turn, draw a card.",Creature,Blue Plains,2,3,9,Trigger,Finn's Blue Plains Deck (CP1) - 2,Woadic Marauder.jpg
Woadic Matriarch,Woadic Matriarch has +1 ATK for each Rainbow Creature you control.,Creature,Blue Plains,1,1,7,,Fionna's Blue Plains Deck (CP6) - 1,Woadic Matriarch.jpg
Woadic Ring Leader,"At the start of your turn, move Woadic Ring Leader to an empty Landscape you control. If you cannot, destroy it.",Creature,Blue Plains,1,3,4,Trigger,Gunter's Blue Plains/IcyLands Deck (CP5) - 2,Woadic Ring Leader.jpg
Woadic Weirdo,FLOOP >>> Reveal a card from your hand. That card becomes a Rainbow card until the end of your turn. (It has no Landscape type).,Creature,Blue Plains,1,1,7,,Fionna's Blue Plains Deck (CP6) - 2,Woadic Weirdo.jpg
X-Large Spirit Soldier,Each adjacent Creature has +1 ATK.,Creature,Blue Plains,1,1,9,Continuous,Finn's Blue Plains Deck (CP1) - 2,X-Large Spirit Soldier.jpg
Yellow Gnome,FLOOP >>> Deal 1 Damage to each opposing Creature that is on a NiceLands Landscape.,Creature,Cornfield,1,1,6,FLOOP,For the Glory! Booster Pack (FTG) - Uncommon,Yellow Gnome.jpg
Yellow Lighthouse,"At the start of your turn, each players who controls a Creature in this Lane draws a card.",Building,Cornfield,1,,,,For the Glory! Booster Pack (FTG) - Common,Yellow Lighthouse.jpg
Yellow Slimey,"While you control 3 or more different Landscape types, Yellow Slimey has +3 ATK.",Creature,Cornfield,1,0,6,Continuous,For the Glory! Booster Pack (FTG) - Uncommon,Yellow Slimey.jpg
Young ZebraCorn Husker,"If Young ZebraCorn Husker leaves play during your Fight Phase, you may put it on top of your deck.",Creature,Cornfield,1,2,5,,"Jake's Cornfield/NiceLands Deck
 (2v2) - 2",Young ZebraCorn Husker.jpg
ZaZo's Magic Seeds,Target SandyLands Creature has +2 ATK this turn for each Creature that entered play into an adjacent Lane this turn.,Spell,Rainbow,0,,,,Lady Rainicorn's SandyLand Deck (CP2) - 2,ZaZo's Magic Seeds.jpg
Cyclops,+1 DEF for each open eye depicted on other Creatures you control.,Creature,Rainbow,1,3,1,,Adventure Time: Card Wars DVD,Cyclops.jpg
